journal_name,journal_website,journal_scope,journal_article_types,COPE (T = member; F = not a member),"eligible (T = publishes empirical, F = no empirical)",primary_coder,secondary_coder,...9,preserve_journal_scope,preserve_article_types,additional_notes,...13,ISSN,eISSN,Total Citations,2021 JIF,JIF Quartile,2021 JCI,Category,WOS_first_psych_category
SEXUAL ABUSE-A JOURNAL OF RESEARCH AND TREATMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1079-0632,1573-286X,2000,2.883,Q3,1.22,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
INTERNATIONAL JOURNAL FOR THE PSYCHOLOGY OF RELIGION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1050-8619,1532-7582,1335,2.88,Q2,2.83,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
SPORT EXERCISE AND PERFORMANCE PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2157-3905,2157-3913,930,2.857,Q3,0.99,"PSYCHOLOGY, APPLIED - SSCI","PSYCHOLOGY, APPLIED"
LANGUAGE COGNITION AND NEUROSCIENCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2327-3798,2327-3801,1932,2.842,Q2,0.87,"PSYCHOLOGY, EXPERIMENTAL - SSCI","PSYCHOLOGY, EXPERIMENTAL"
JOURNAL OF SCHOOL VIOLENCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1538-8220,1538-8239,1359,2.835,Q2,1.17,"PSYCHOLOGY, DEVELOPMENTAL - SSCI; PSYCHOLOGY, EDUCATIONAL - SSCI","PSYCHOLOGY, DEVELOPMENTAL"
ARCHIVES OF SUICIDE RESEARCH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1381-1118,1543-6136,2727,2.833,Q2,0.74,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
ZEITSCHRIFT FUR PSYCHOLOGIE-JOURNAL OF PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2190-8370,2151-2604,1250,2.828,Q2,0.76,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
EUROPEAN JOURNAL OF PSYCHOLOGY OF EDUCATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0256-2928,1878-5174,2440,2.821,Q2,0.95,"PSYCHOLOGY, EDUCATIONAL - SSCI","PSYCHOLOGY, EDUCATIONAL"
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-APPLIED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1076-898X,1939-2192,3106,2.813,Q3,0.89,"PSYCHOLOGY, APPLIED - SSCI","PSYCHOLOGY, APPLIED"
JOURNAL OF APPLIED BEHAVIOR ANALYSIS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0021-8855,1938-3703,6859,2.809,Q3,0.82,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
AUSTRALIAN JOURNAL OF PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0004-9530,1742-9536,1494,2.803,Q2,0.71,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
READING AND WRITING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0922-4777,1573-0905,4720,2.795,Q2,1.25,"PSYCHOLOGY, EDUCATIONAL - SSCI","PSYCHOLOGY, EDUCATIONAL"
JOURNAL OF RESEARCH IN READING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0141-0423,1467-9817,1693,2.792,Q2,1.06,"PSYCHOLOGY, EDUCATIONAL - SSCI","PSYCHOLOGY, EDUCATIONAL"
JOURNAL OF CHILD AND FAMILY STUDIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1062-1024,1573-2843,9336,2.784,Q3,0.73,"PSYCHOLOGY, DEVELOPMENTAL - SSCI","PSYCHOLOGY, DEVELOPMENTAL"
BRAIN AND LANGUAGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0093-934X,1090-2155,7646,2.781,Q2,1.05,"PSYCHOLOGY, EXPERIMENTAL - SSCI","PSYCHOLOGY, EXPERIMENTAL"
CHILD PSYCHIATRY & HUMAN DEVELOPMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0009-398X,1573-3327,4153,2.776,Q3,0.79,"PSYCHOLOGY, DEVELOPMENTAL - SSCI","PSYCHOLOGY, DEVELOPMENTAL"
JOURNAL OF SOCIAL PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0022-4545,1940-1183,4921,2.768,Q3,0.71,"PSYCHOLOGY, SOCIAL - SSCI","PSYCHOLOGY, SOCIAL"
BIOPSYCHOSOCIAL MEDICINE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1751-0759,1751-0759,721,2.754,Q2,0.57,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
CONSCIOUSNESS AND COGNITION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1053-8100,1090-2376,8055,2.728,Q2,0.69,"PSYCHOLOGY, EXPERIMENTAL - SSCI","PSYCHOLOGY, EXPERIMENTAL"
MUSICAE SCIENTIAE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1029-8649,2045-4147,1302,2.725,Q2,2.37,"PSYCHOLOGY, EXPERIMENTAL - SSCI","PSYCHOLOGY, EXPERIMENTAL"
COGNITION & EMOTION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0269-9931,1464-0600,12168,2.72,Q2,0.77,"PSYCHOLOGY, EXPERIMENTAL - SSCI","PSYCHOLOGY, EXPERIMENTAL"
JOURNAL OF EXPERIMENTAL PSYCHOPATHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,2043-8087,744,2.718,Q3,0.54,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
GROUP PROCESSES & INTERGROUP RELATIONS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1368-4302,1461-7188,4159,2.708,Q3,0.9,"PSYCHOLOGY, SOCIAL - SSCI","PSYCHOLOGY, SOCIAL"
METACOGNITION AND LEARNING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1556-1623,1556-1631,1410,2.704,Q2,1.44,"PSYCHOLOGY, EDUCATIONAL - SSCI","PSYCHOLOGY, EDUCATIONAL"
STUDIES IN EDUCATIONAL EVALUATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0191-491X,N/A,2062,2.704,Q2,1.12,"PSYCHOLOGY, EDUCATIONAL - SSCI","PSYCHOLOGY, EDUCATIONAL"
JOURNAL OF CHILD LANGUAGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0305-0009,1469-7602,4243,2.701,Q2,0.88,"PSYCHOLOGY, DEVELOPMENTAL - SSCI; PSYCHOLOGY, EXPERIMENTAL - SSCI","PSYCHOLOGY, DEVELOPMENTAL"
BEHAVIOR MODIFICATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0145-4455,1552-4167,2880,2.692,Q3,0.75,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
BRAIN AND COGNITION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0278-2626,1090-2147,7986,2.682,Q2,0.66,"PSYCHOLOGY, EXPERIMENTAL - SSCI","PSYCHOLOGY, EXPERIMENTAL"
JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0265-4075,1460-3608,6299,2.681,Q3,1.06,"PSYCHOLOGY, SOCIAL - SSCI","PSYCHOLOGY, SOCIAL"
INFANT BEHAVIOR & DEVELOPMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0163-6383,1879-0453,5148,2.671,Q3,0.69,"PSYCHOLOGY, DEVELOPMENTAL - SSCI","PSYCHOLOGY, DEVELOPMENTAL"
JOURNAL OF BEHAVIOR THERAPY AND EXPERIMENTAL PSYCHIATRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0005-7916,1873-7943,4935,2.662,Q3,0.68,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
LANGUAGE AND COGNITION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1866-9808,1866-9859,427,2.66,Q2,1.55,"PSYCHOLOGY, EXPERIMENTAL - SSCI","PSYCHOLOGY, EXPERIMENTAL"
JOURNAL OF APPLIED SOCIAL PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0021-9029,1559-1816,11569,2.654,Q3,0.66,"PSYCHOLOGY, SOCIAL - SSCI","PSYCHOLOGY, SOCIAL"
JOURNAL OF INTERPERSONAL VIOLENCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0886-2605,1552-6518,16254,2.621,Q3,1.19,"PSYCHOLOGY, APPLIED - SSCI","PSYCHOLOGY, APPLIED"
CANADIAN PSYCHOLOGY-PSYCHOLOGIE CANADIENNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0708-5591,1878-7304,2665,2.621,Q2,0.76,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
COGNITIVE SCIENCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0364-0213,1551-6709,8082,2.617,Q2,0.76,"PSYCHOLOGY, EXPERIMENTAL - SSCI","PSYCHOLOGY, EXPERIMENTAL"
SOCIAL PSYCHOLOGY OF EDUCATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1381-2890,1573-1928,2274,2.614,Q2,0.8,"PSYCHOLOGY, EDUCATIONAL - SSCI","PSYCHOLOGY, EDUCATIONAL"
JOURNAL OF BLACK PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0095-7984,1552-4558,1845,2.608,Q2,0.81,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
JOURNAL OF INDIVIDUAL DIFFERENCES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1614-0001,2151-2299,1074,2.608,Q3,0.65,"PSYCHOLOGY, SOCIAL - SSCI","PSYCHOLOGY, SOCIAL"
OMEGA-JOURNAL OF DEATH AND DYING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0030-2228,1541-3764,2764,2.602,Q2,0.62,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
JOURNAL OF SPORT & EXERCISE PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0895-2779,1543-2904,5800,2.597,Q3,0.78,"PSYCHOLOGY - SCIE; PSYCHOLOGY, APPLIED - SSCI",PSYCHOLOGY - SCIE
JOURNAL OF POSITIVE BEHAVIOR INTERVENTIONS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1098-3007,1538-4772,1630,2.597,Q3,1.19,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
BMC PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,2050-7283,2040,2.588,Q2,0.78,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
JOURNAL OF COGNITION AND DEVELOPMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1524-8372,1532-7647,1964,2.58,Q3,0.66,"PSYCHOLOGY, DEVELOPMENTAL - SSCI; PSYCHOLOGY, EXPERIMENTAL - SSCI","PSYCHOLOGY, DEVELOPMENTAL"
JOURNAL OF CROSS-CULTURAL PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0022-0221,1552-5422,8245,2.577,Q3,0.8,"PSYCHOLOGY, SOCIAL - SSCI","PSYCHOLOGY, SOCIAL"
JOURNAL OF MARITAL AND FAMILY THERAPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0194-472X,1752-0606,2693,2.577,Q3,0.83,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
BEHAVIORAL SCIENCES & THE LAW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0735-3936,1099-0798,2328,2.568,Q3,1.43,"PSYCHOLOGY, APPLIED - SSCI","PSYCHOLOGY, APPLIED"
CRIMINAL JUSTICE AND BEHAVIOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0093-8548,1552-3594,5247,2.562,Q3,0.87,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
ERGONOMICS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0014-0139,1366-5847,10706,2.561,Q3,0.66,"PSYCHOLOGY - SCIE; PSYCHOLOGY, APPLIED - SSCI",PSYCHOLOGY - SCIE
JOURNAL OF LITERACY RESEARCH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1086-296X,1554-8430,1040,2.551,Q2,1.19,"PSYCHOLOGY, EDUCATIONAL - SSCI","PSYCHOLOGY, EDUCATIONAL"
JOURNAL OF EXPERIMENTAL CHILD PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0022-0965,1096-0457,10339,2.547,Q3,0.83,"PSYCHOLOGY, DEVELOPMENTAL - SSCI; PSYCHOLOGY, EXPERIMENTAL - SSCI","PSYCHOLOGY, DEVELOPMENTAL"
VISUAL COGNITION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1350-6285,1464-0716,2791,2.546,Q3,0.59,"PSYCHOLOGY, EXPERIMENTAL - SSCI","PSYCHOLOGY, EXPERIMENTAL"
INTERNATIONAL JOURNAL OF SOCIAL PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0213-4748,1579-3680,106,2.545,Q3,0.74,"PSYCHOLOGY, SOCIAL - SSCI","PSYCHOLOGY, SOCIAL"
DEVELOPMENTAL PSYCHOBIOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0012-1630,1098-2302,5415,2.531,Q3,0.67,PSYCHOLOGY - SCIE,PSYCHOLOGY - SCIE
AMERICAN BEHAVIORAL SCIENTIST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0002-7642,1552-3381,8222,2.531,Q3,1.17,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
JOURNAL OF PSYCHOSOCIAL ONCOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0734-7332,1540-7586,1634,2.526,Q3,0.57,"PSYCHOLOGY, SOCIAL - SSCI","PSYCHOLOGY, SOCIAL"
MEMORY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0965-8211,1464-0686,5047,2.519,Q3,0.64,"PSYCHOLOGY, EXPERIMENTAL - SSCI","PSYCHOLOGY, EXPERIMENTAL"
JOURNAL OF BEHAVIORAL DECISION MAKING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0894-3257,1099-0771,4016,2.508,Q3,0.62,"PSYCHOLOGY, APPLIED - SSCI","PSYCHOLOGY, APPLIED"
SMALL GROUP RESEARCH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1046-4964,1552-8278,2353,2.5,Q3,0.61,"PSYCHOLOGY, APPLIED - SSCI; PSYCHOLOGY, SOCIAL - SSCI","PSYCHOLOGY, APPLIED"
INTERNATIONAL JOURNAL OF BEHAVIORAL MEDICINE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1070-5503,1532-7558,4743,2.5,Q3,0.63,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
JUDGMENT AND DECISION MAKING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1930-2975,1930-2975,3607,2.5,Q2,0.82,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
JOURNAL OF HOMOSEXUALITY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0091-8369,1540-3602,5210,2.496,Q2,1.11,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
MEMORY & COGNITION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0090-502X,1532-5946,10439,2.482,Q3,0.69,"PSYCHOLOGY, EXPERIMENTAL - SSCI","PSYCHOLOGY, EXPERIMENTAL"
BEHAVIOURAL AND COGNITIVE PSYCHOTHERAPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1352-4658,1469-1833,2634,2.467,Q3,0.64,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
SOCIAL DEVELOPMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0961-205X,1467-9507,4501,2.462,Q3,0.61,"PSYCHOLOGY, DEVELOPMENTAL - SSCI","PSYCHOLOGY, DEVELOPMENTAL"
INFANCY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1525-0008,1532-7078,2351,2.459,Q3,0.63,"PSYCHOLOGY, DEVELOPMENTAL - SSCI","PSYCHOLOGY, DEVELOPMENTAL"
JOURNAL OF COUNSELING AND DEVELOPMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0748-9633,1556-6676,3731,2.455,Q3,0.69,"PSYCHOLOGY, APPLIED - SSCI","PSYCHOLOGY, APPLIED"
CAREER DEVELOPMENT INTERNATIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1362-0436,1758-6003,3176,2.443,Q3,0.76,"PSYCHOLOGY, APPLIED - SSCI","PSYCHOLOGY, APPLIED"
DISCOURSE PROCESSES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0163-853X,1532-6950,2552,2.437,Q3,0.7,"PSYCHOLOGY, EDUCATIONAL - SSCI; PSYCHOLOGY, EXPERIMENTAL - SSCI","PSYCHOLOGY, EDUCATIONAL"
FOCUS ON AUTISM AND OTHER DEVELOPMENTAL DISABILITIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1088-3576,1538-4829,1570,2.434,Q3,1.06,"PSYCHOLOGY, DEVELOPMENTAL - SSCI","PSYCHOLOGY, DEVELOPMENTAL"
JOURNAL OF CAREER DEVELOPMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0894-8453,1556-0856,1826,2.424,Q3,0.69,"PSYCHOLOGY, APPLIED - SSCI","PSYCHOLOGY, APPLIED"
PSYCHOLOGICAL RESEARCH-PSYCHOLOGISCHE FORSCHUNG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0340-0727,1430-2772,4794,2.424,Q3,0.8,"PSYCHOLOGY, EXPERIMENTAL - SSCI","PSYCHOLOGY, EXPERIMENTAL"
SELF AND IDENTITY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1529-8868,1529-8876,3405,2.412,Q3,0.78,"PSYCHOLOGY, SOCIAL - SSCI","PSYCHOLOGY, SOCIAL"
INTERNATIONAL JOURNAL OF SELECTION AND ASSESSMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0965-075X,1468-2389,1971,2.41,Q3,0.53,"PSYCHOLOGY, APPLIED - SSCI","PSYCHOLOGY, APPLIED"
BRITISH JOURNAL OF MATHEMATICAL & STATISTICAL PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0007-1102,2044-8317,2787,2.41,Q2,0.97,"PSYCHOLOGY, EXPERIMENTAL - SSCI; PSYCHOLOGY, MATHEMATICAL - SSCI","PSYCHOLOGY, EXPERIMENTAL"
GIFTED CHILD QUARTERLY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0016-9862,1934-9041,1363,2.409,Q3,1.32,"PSYCHOLOGY, EDUCATIONAL - SSCI","PSYCHOLOGY, EDUCATIONAL"
CAREER DEVELOPMENT QUARTERLY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0889-4019,2161-0045,1564,2.408,Q3,0.69,"PSYCHOLOGY, APPLIED - SSCI","PSYCHOLOGY, APPLIED"
HUMAN MOVEMENT SCIENCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0167-9457,1872-7646,6669,2.397,Q3,0.7,"PSYCHOLOGY - SCIE; PSYCHOLOGY, EXPERIMENTAL - SSCI",PSYCHOLOGY - SCIE
CURRENT PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1046-1310,1936-4733,6617,2.387,Q2,0.73,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
SOCIAL NEUROSCIENCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1747-0919,1747-0927,2698,2.381,Q3,0.58,PSYCHOLOGY - SCIE,PSYCHOLOGY - SCIE
JOURNAL OF NEUROLINGUISTICS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0911-6044,1873-8052,1677,2.373,Q3,0.78,"PSYCHOLOGY, EXPERIMENTAL - SSCI","PSYCHOLOGY, EXPERIMENTAL"
SUBSTANCE USE & MISUSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1082-6084,1532-2491,6424,2.362,Q3,0.57,PSYCHOLOGY - SCIE,PSYCHOLOGY - SCIE
APPLIED COGNITIVE PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0888-4080,1099-0720,5887,2.36,Q3,0.63,"PSYCHOLOGY, EXPERIMENTAL - SSCI","PSYCHOLOGY, EXPERIMENTAL"
MULTISENSORY RESEARCH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2213-4794,2213-4808,636,2.352,Q3,0.57,"PSYCHOLOGY - SCIE; PSYCHOLOGY, EXPERIMENTAL - SSCI",PSYCHOLOGY - SCIE
PSYCHOLOGY & SEXUALITY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1941-9899,1941-9902,931,2.344,Q3,0.74,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
MIND & LANGUAGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0268-1064,1468-0017,2051,2.325,Q3,0.93,"PSYCHOLOGY, EXPERIMENTAL - SSCI","PSYCHOLOGY, EXPERIMENTAL"
ANALES DE PSICOLOGIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0212-9728,1695-2294,2465,2.325,Q3,0.68,"PSYCHOLOGY - SCIE; PSYCHOLOGY, MULTIDISCIPLINARY - SSCI",PSYCHOLOGY - SCIE
JOURNAL OF DUAL DIAGNOSIS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1550-4263,1550-4271,671,2.324,Q3,0.46,"PSYCHOLOGY, CLINICAL - SSCI","PSYCHOLOGY, CLINICAL"
JOURNAL OF COMPARATIVE PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0735-7036,1939-2087,3245,2.318,Q3,0.86,"PSYCHOLOGY - SCIE; PSYCHOLOGY, MULTIDISCIPLINARY - SSCI",PSYCHOLOGY - SCIE
SCANDINAVIAN JOURNAL OF PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0036-5564,1467-9450,3985,2.312,Q3,0.76,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
JOURNAL OF MEDIA PSYCHOLOGY-THEORIES METHODS AND APPLICATIONS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1864-1105,2151-2388,829,2.31,Q3,0.96,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
JOURNAL OF COMMUNITY PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0090-4392,1520-6629,5038,2.297,Q3,0.84,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
INTERNATIONAL JOURNAL OF PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0020-7594,1464-066X,4283,2.291,Q3,0.71,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
PSYCHOMETRIKA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0033-3123,1860-0980,15503,2.29,Q2,0.83,"PSYCHOLOGY, MATHEMATICAL - SSCI","PSYCHOLOGY, MATHEMATICAL"
JOURNAL OF APPLIED BEHAVIORAL SCIENCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0021-8863,1552-6879,2425,2.286,Q3,0.68,"PSYCHOLOGY, APPLIED - SSCI","PSYCHOLOGY, APPLIED"
BEHAVIORAL SCIENCES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,2076-328X,2182,2.286,Q3,0.72,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1380-3395,1744-411X,6768,2.283,Q3,0.63,"PSYCHOLOGY - SCIE; PSYCHOLOGY, CLINICAL - SSCI",PSYCHOLOGY - SCIE
JOURNAL OF NEUROPSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1748-6645,1748-6653,815,2.276,Q3,0.83,"PSYCHOLOGY - SCIE; PSYCHOLOGY, EXPERIMENTAL - SSCI",PSYCHOLOGY - SCIE
AUSTRALIAN PSYCHOLOGIST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0005-0067,1742-9544,2023,2.275,Q3,0.64,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","PSYCHOLOGY, MULTIDISCIPLINARY"
TRAINING AND EDUCATION IN PROFESSIONAL PSYCHOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1931-3918,1931-3926,1140,2.263,Q3,0.72,"PSYCHOLOGY, EDUCATIONAL - SSCI","PSYCHOLOGY, EDUCATIONAL"
