article id,primary coder initials,secondary coder initials,doi,link,title,authors,journal,publication_year,1_exclusion,1_exclusionReason,1_Is article linked to PPC,1_Additional notes,2_exclusion,2_exclusionReason,2_Is article linked to PPC,2_Additional notes,sample_id,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30
95,AW,BC,10.1002/erv.2782,#NAME?,"Null hypothesis significance tests, a misleading approach to scientific knowledge: Some implications for eating disorders research","Granero, Roser; Treasure, Janet; Claes, Laurence; Favaro, Angela; Jimenez-Murcia, Susana; Karwautz, Andreas; Le Grange, Daniel; Tchanturia, Kate; Fernandez-Aranda, Fernando",EUROPEAN EATING DISORDERS REVIEW,NA,EXCLUDE,NOT EMPIRICAL,NA,NA,EXCLUDE,NOT EMPIRICAL,NA,editorial,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,AW,BC,10.1111/apps.12258,#NAME?,"Toward a More Expansive View of Priming in Organizations: Reflections on Chen, Latham, Piccolo, and Itzchakov","Schneider, Benjamin",APPLIED PSYCHOLOGY-AN INTERNATIONAL REVIEW-PSYCHOLOGIE APPLIQUEE-REVUE INTERNATIONALE,NA,EXCLUDE,NOT EMPIRICAL,NA,"Commentary but NOT PPC; 1) type (above title) = ""Invited lead article"", 2) no criticism of target article apparent",EXCLUDE,NOT EMPIRICAL,NA,commentary,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,AW,BC,10.1089/cyber.2019.0762,#NAME?,How to Be Aggressive from Virtual to Reality? Revisited the Violent Video Games Exposure: Aggression Association and the Mediating Mechanisms,"Zhao, Haiyan; Zhou, Jianxiang; Xu, Xiaofeng; Gong, Xue; Zheng, Jiamin; Zhou, Jianhua",CYBERPSYCHOLOGY BEHAVIOR AND SOCIAL NETWORKING,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,AW,BC,10.1037/abn0000529,#NAME?,"Dimensions of Deprivation and Threat, Psychopathology, and Potential Mediators: A Multi-Year Longitudinal Analysis (vol 127, pg 160, 2018)","Miller, Adam Bryant; Sheridan, Margaret A.; Hanson, Jamie L.; McLaughlin, Katie A.; Bates, John E.; Lansford, Jennifer E.; Pettit, Gregory S.; Dodge, Kenneth A.",JOURNAL OF ABNORMAL PSYCHOLOGY,NA,EXCLUDE,NOT EMPIRICAL,NA,"""Correction"" article. Furthermore, correction does not appear as result of PPC with none linked to original article.",RETAIN,NA,NO,apa journal - could only access via Ovid. An erratum was published,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,AW,BC,10.1016/j.bodyim.2019.11.005,#NAME?,"Body image experiences in the context of chronic pain: An examination of associations among perceptions of pain, body dissatisfaction, and positive body image","Markey, Charlotte H.; Dunaev, Jamie L.; August, Kristin J.",BODY IMAGE,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,AW,BC,10.1017/S0954579419001226,#NAME?,Early adversity and children's regulatory deficits: Does postadoption parenting facilitate recovery in postinstitutionalized children?,"Koss, Kalsea J.; Lawler, Jamie M.; Gunnar, Megan R.",DEVELOPMENT AND PSYCHOPATHOLOGY,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,AW,BC,10.1016/j.jaac.2020.07.104,#NAME?,ENGAGING FAMILIES OF YOUNG ADULTS WITH SUBSTANCE USE DISORDER IN TREATMENT,"Bagley, Sarah",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,NA,EXCLUDE,NOT EMPIRICAL,NA,NA,EXCLUDE,NOT EMPIRICAL,NA,"seems to be an abstract, but looks like its for a literature review so it should be excluded anyway. could only access full version on science direct",prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,AW,BC,NA,#NAME?,Editors' response to Clarivate Analytics' decision to suppress Body Image from receiving a 2019 Impact Factor,"Tylka, Tracy L.; Alleva, Jessica M.; Calogero, Rachel M.; Fuller-Tyszkiewicz, Matthew; Jackson, Todd; Murnen, Sarah; Murray, Stuart B.; Rodgers, Rachel F.; Swami, Viren; Webb, Jennifer B.",BODY IMAGE,NA,EXCLUDE,NOT EMPIRICAL,NA,NA,EXCLUDE,NOT EMPIRICAL,NA,Editorial; no doi (here is the doi: https://doi.org.10.1016/j.bodyim.2020.08.001),prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,AW,BC,10.1177/1362361319899761,#NAME?,Challenges and contributors to self-efficacy for caregivers of toddlers with autism,"Schertz, Hannah H.; Lester, Jessica Nina; Erden, Emine; Safran, Selin; Githens, Penny",AUTISM,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,AW,BC,10.1016/j.jaac.2020.07.348,#NAME?,A PRIMER ON PHARMACOGENOMICS,"Malik, Salma",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,NA,EXCLUDE,NOT EMPIRICAL,NA,NA,EXCLUDE,NOT EMPIRICAL,NA,abstract/ review. could only access full version on science direct,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,AW,BC,10.1007/s00787-019-01375-9,#NAME?,Home-based parent training for school-aged children with attention-deficit/hyperactivity disorder and behavior problems with remaining impairing disruptive behaviors after routine treatment: a randomized controlled trial,"Nobel, Ellen; Hoekstra, Pieter J.; Agnes Brunnekreef, J.; Messink-de Vries, Dieneke E. H.; Fischer, Barbara; Emmelkamp, Paul M. G.; Van den Hoofdakker, Barbara J.",EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,NA,RETAIN,NA,NO,2 links; 1 to a correction notice and 1 to update. No PPC,RETAIN,NA,NO,correction published.,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,AW,BC,10.1037/emo0000609.supp,#NAME?,Charting the Development of Emotion Comprehension and Abstraction From Childhood to Adulthood Using Observer-Rated and Linguistic Measures,"Nook, Erik C.; Stavish, Caitlin M.; Sasse, Stephanie F.; Lambert, Hilary K.; Mair, Patrick; McLaughlin, Katie A.; Somerville, Leah H.",EMOTION,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,the doi links to supplemental material. APA journal accessed via Ovid,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,AW,BC,https://doi.org/10.1017/S1041610220002070,#NAME?,Exploratory Study on Healthcare Decision-Making Capacity Assessment,"Amaral, Ana Saraiva; Afonso, Rosa Marina; Simoes, Mario R.; Freitas, Sandra",INTERNATIONAL PSYCHOGERIATRICS,NA,EXCLUDE,NOT EMPIRICAL,NA,RESOLVED ##UNSURE; Abstract only https://www.cambridge.org/core/journals/international-psychogeriatrics/article/307-exploratory-study-on-healthcare-decisionmaking-capacity-assessment/46E352CB767EC8F075D6DBA3A1BBC368,EXCLUDE,OTHER,NA,abstract,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,AW,BC,10.1111/josi.12370,#NAME?,Could Vegans and Lycra Cyclists be Bad for the Planet? Theorizing the Role of Moralized Minority Practice Identities in Processes of Societal-Level Change,"Bloodhart, Brittany; Swim, Janet K.",JOURNAL OF SOCIAL ISSUES,NA,EXCLUDE,NOT EMPIRICAL,NA,NA,EXCLUDE,NOT EMPIRICAL,NA,opinion. Title and DOI link do not match (journal and authors match),prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,AW,BC,10.1037/xge0000617,#NAME?,"Memory Category Fluency, Memory Specificity, and the Fading Affect Bias for Positive and Negative Autobiographical Events: Performance on a Good Day-Bad Day Task in Healthy and Depressed Individuals","Hitchcock, Caitlin; Newby, Jill; Timm, Emma; Howard, Rachel M.; Golden, Ann-Marie; Kuyken, Willem; Dalgleish, Tim",JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,apa journal - accessed via Ovid,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,AW,BC,10.1016/j.chb.2019.08.002,#NAME?,"Reactions to others' misfortune on social media: Effects of homophily and publicness on schadenfreude, empathy, and perceived deservingness","Wei, Lewen; Liu, Bingjie",COMPUTERS IN HUMAN BEHAVIOR,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,AW,BC,10.1016/j.jaac.2020.07.089,#NAME?,AN OVERVIEW OF INTERNET GAMING DISORDER AND OTHER INTERNET-RELATED BEHAVIORAL PROBLEMS: CHALLENGES AND CONTROVERSY,"Atkinson, David L.",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,NA,EXCLUDE,NOT EMPIRICAL,NA,NA,EXCLUDE,NOT EMPIRICAL,NA,opinion piece. accesed via science direct,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,AW,BC,10.1016/j.jadohealth.2019.09.004,#NAME?,Tobacco Retail Density and Initiation of Alternative Tobacco Product Use Among Teens,"Magid, Hoda S. Abdel; Halpern-Felsher, Bonnie; Ling, Pamela M.; Bradshaw, Patrick T.; Mujahid, Mahasin S.; Henriksen, Lisa",JOURNAL OF ADOLESCENT HEALTH,NA,RETAIN,NA,NO,1 linked article (editorial),RETAIN,NA,NO,accessed via science direct,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,AW,BC,10.1080/20008198.2020.1767349,#NAME?,Sleep disturbance in post-traumatic stress disorder (PTSD): a systematic review and meta-analysis of actigraphy studies,"Lewis, Catrin; Lewis, Katie; Kitchiner, Neil; Isaac, Samantha; Jones, Ian; Bisson, Jonathan I.",EUROPEAN JOURNAL OF PSYCHOTRAUMATOLOGY,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,AW,BC,10.1016/j.jaac.2020.07.320,#NAME?,SUPPORTING PEDIATRIC PRIMARY CARE PROVIDERS IN ADDRESSING THE NEEDS OF CHILDREN WITH SEVERE AND COMPLEX MENTAL HEALTH CONDITIONS WITHIN THE MASSACHUSETTS CHILD PSYCHIATRY ACCESS PROGRAM,"Sarvet, Barry",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,NA,EXCLUDE,NOT EMPIRICAL,NA,NA,EXCLUDE,OTHER,NA,abstract/ presentation. Access via science direct,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,AW,BC,10.1007/s10964-020-01279-x,#NAME?,Burning Down the House: The End of Juvenile Prison,"Hull, Bailey R.",JOURNAL OF YOUTH AND ADOLESCENCE,NA,EXCLUDE,NOT EMPIRICAL,NA,NA,EXCLUDE,NOT EMPIRICAL,NA,book review,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,AW,BC,10.1016/j.jaac.2020.07.824,#NAME?,ACHIEVING A CONSENSUS ON THE EFFECTS OF DIGITAL MEDIA ON YOUTH MENTAL HEALTH,"Englander, Elizabeth K.",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,NA,EXCLUDE,NOT EMPIRICAL,NA,NA,EXCLUDE,OTHER,NA,conference abstract,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,AW,BC,10.1007/s10964-019-01095-y,#NAME?,Maternal and Family Correlates of Intrinsic Religiosity Profiles Among Low-Income Urban African American Adolescents,"Kliewer, Wendy; Washington-Nortey, Melissa; Salifu Yendork, Joana; Sosnowski, David W.; Wright, Anna W.; McGuire, Kristina",JOURNAL OF YOUTH AND ADOLESCENCE,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,AW,BC,10.1037/tra0000665,#NAME?,"Attitudes Toward COVID-19 and Stress Levels in Hungary: Effects of Age, Perceived Health Status, and Gender","Szabo, Attila; Abel, Krisztina; Boros, Szilvia",PSYCHOLOGICAL TRAUMA-THEORY RESEARCH PRACTICE AND POLICY,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,short report. apa but full text is open access,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,AW,BC,10.1007/s10964-020-01258-2,#NAME?,"Dark Agents, Book One: Violet and the Trial of Trauma","Fradkin, Chris",JOURNAL OF YOUTH AND ADOLESCENCE,NA,EXCLUDE,NOT EMPIRICAL,NA,NA,EXCLUDE,NOT EMPIRICAL,NA,book review,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,AW,BC,10.1016/j.jsp.2019.11.002,#NAME?,Stress mindset predicts job turnover among preschool teachers,"Kim, Joungyoun; Shin, Yeoul; Tsukayama, Eli; Park, Daeun",JOURNAL OF SCHOOL PSYCHOLOGY,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,AW,BC,https://doi.org/10.1016/j.jadohealth.2019.11.007,#NAME?,PREVALENCE OF EXTRAGENITAL GONORRHEA AND CHLAMYDIA AMONG YOUTH INVOLVED IN THE JUVENILE JUSTICE SYSTEM,"Mulamreddy, Trisha; Holloway, Abby; Beyda, Rebecca; Oshin, Eno; Benjamins, Laura",JOURNAL OF ADOLESCENT HEALTH,NA,EXCLUDE,OTHER,NA,"RESOLVED ##UNSURE; ""supplement""? If retained, no PPC",EXCLUDE,OTHER,NA,conference abstract; full article (abstract) on sciencedirect,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,AW,BC,10.1016/j.jaac.2019.11.010,#NAME?,OCD and Anxiety: The Annual Review Issue,"Geller, Daniel A.; Althoff, Robert R.; Novins, Douglas K.",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,NA,EXCLUDE,NOT EMPIRICAL,NA,NA,EXCLUDE,OTHER,NA,editors note,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,AW,BC,10.1037/edu0000412,#NAME?,Learning to Use Benefit-Cost Arguments: A Microgenetic Study of Argument-Counterargument Integration in an Undergraduate Seminar Course,"Nussbaum, E. Michael; Putney, LeAnn G.",JOURNAL OF EDUCATIONAL PSYCHOLOGY,NA,RETAIN,NA,NO,NA,EXCLUDE,NA,NA,couldnt access full article. Ovid kept leading me to an editorial introducing special issue (apa article),prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,AW,BC,10.1159/000505733,#NAME?,Cognitive Remediation Therapy Does Not Enhance Treatment Effect in Obsessive-Compulsive Disorder and Anorexia Nervosa: A Randomized Controlled Trial,"van Passel, Boris; Danner, Unna N.; Dingemans, Alexandra E.; Aarts, Emmeke; Sternheim, Lot C.; Becker, Eni; van Elburg, Annemarie A.; van Furth, Eric F.; Hendriks, Gert-Jan; Cath, Danielle C.",PSYCHOTHERAPY AND PSYCHOSOMATICS,NA,RETAIN,NA,NO,NA,EXCLUDE,NO ACCESS,NA,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,AW,BC,10.1037/hea0000878,#NAME?,Spirituality and Depressive Symptoms in a Multiethnic Sample of Cancer Survivors,"Bamishigbin, Olajide N., Jr.; Stein, Kevin D.; Leach, Corinne R.; Stanton, Annette L.",HEALTH PSYCHOLOGY,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,apa journal - accessed via ovid,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,AW,BC,10.1016/j.jaac.2020.07.150,#NAME?,EXPLORATION OF SEXUALITY AND GENDER VIA SEXUALLY EXPLICIT INTERNET MATERIALS,"Mayhew, Amy",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,NA,EXCLUDE,NOT EMPIRICAL,NA,NA,EXCLUDE,NA,NA,conference abstract; full article (abstract) on sciencedirect,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,AW,BC,10.1016/j.jadohealth.2020.08.017,#NAME?,Rebound of Severe Alcoholic Intoxications in Adolescents and Young Adults After COVID-19 Lockdown,"Grigoletto, Veronica; Cognigni, Marta; Occhipinti, Alessandro Agostino; Abbracciavento, Giuseppe; Carrozzi, Marco; Barbi, Egidio; Cozzi, Giorgio",JOURNAL OF ADOLESCENT HEALTH,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,AW,BC,NA,#NAME?,"INTRODUCTION AND PROGRESSION OF A ""BREAKFAST AFTER THE BELL"" PROGRAM IN AN URBAN MIDDLE SCHOOL FROM 2016-2019","Wixom, Nellie; Walther, Chelsea; Urbach, Kim; Yussman, Susan M.",JOURNAL OF ADOLESCENT HEALTH,NA,EXCLUDE,OTHER,NA,"""Supplement"" article. Whilst containing empirical data only appears in short, abstract length form.",EXCLUDE,OTHER,NA,conference abstract. correct doi: https://doi.org/10.1016/j.jadohealth.2019.11.050,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,AW,BC,10.1016/j.chb.2018.12.013,#NAME?,Modelling MOOC learners' social behaviours,"Sunar, Ayse Saliha; Abbasi, Rabeeh Ayaz; Davis, Hugh C.; White, Su; Aljohani, Naif R.",COMPUTERS IN HUMAN BEHAVIOR,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,"looks non-empirical but i think they do actually analyse data, the paper is just a weird format",prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,AW,BC,10.1037/tra0000562,#NAME?,"Perceived Neighborhood Violence and Crime, Emotion Regulation, an PTSD Symptoms Among Justice-Involved, Urban African-American Adolescent Girls","Sun, Shufang; Crooks, Natasha; DiClemente, Ralph J.; Sales, Jessica M.",PSYCHOLOGICAL TRAUMA-THEORY RESEARCH PRACTICE AND POLICY,NA,RETAIN,NA,NO,NA,EXCLUDE,NOT EMPIRICAL,NA,perspective piece. apa journal - accessed via Ovid,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,AW,BC,10.1017/S0033291719002836,#NAME?,A role for 5-HT4 receptors in human learning and memory,"Murphy, Susannah E.; Wright, Lucy C.; Browning, Michael; Cowen, Philip J.; Harmer, Catherine J.",PSYCHOLOGICAL MEDICINE,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,AW,BC,NA,#NAME?,EVALUATION OF AN EDUCATIONAL INTERVENTION AMONG PEDIATRIC AND MEDICINE-PEDIATRIC RESIDENTS TO PROMOTE HEALTHCARE TRANSITION PLANNING,"Wiemann, Constance M.; Needham, Heather E.; Jones, Demonica L.; Hergenroeder, Albert C.",JOURNAL OF ADOLESCENT HEALTH,NA,EXCLUDE,OTHER,NA,"""Supplement"" article. Whilst containing empirical data only appears in short, abstract length form.",RETAIN,NA,NO,doi: https://doi.org/10.1016/j.jadohealth.2022.01.226,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,AW,BC,10.1016/j.jaac.2020.08.133,#NAME?,RISK FACTORS FOR DELIBERATE SELF-HARM AMONG CHILDREN AND ADOLESCENTS WITH BIPOLAR DISORDER,"Llamocca, Elyse; Bridge, Jeff; Brock, Guy; Axelson, David; Steelesmith, Danielle L.; Campo, John V.; Fontanella, Cynthia",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,NA,EXCLUDE,OTHER,NA,"""Supplement"" article. Whilst containing empirical data only appears in short, abstract length form.",EXCLUDE,OTHER,NA,conference abstract; full article (abstract) on sciencedirect,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,AW,BC,10.1016/j.chb.2019.106220,#NAME?,Effects of robot-human versus robot-robot behavior and entitativity on anthropomorphism and willingness to interact,"Fraune, Marlena R.; Oisted, Benjamin C.; Sembrowski, Catherine E.; Gates, Kathryn A.; Krupp, Margaret M.; Sabanovic, Selma",COMPUTERS IN HUMAN BEHAVIOR,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,science direct (couldnt find journal webpage),prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,AW,BC,10.1016/j.jaac.2020.07.898,#NAME?,THE LONG AND WINDING ROAD: NAVIGATING FROM CHILDHOOD AND ADOLESCENCE TO ADULTHOOD WITH TOURETTE'S DISORDER,"Greenberg, Erica; Coffey, Barbara",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,NA,EXCLUDE,OTHER,NA,"""Supplement"" article. Whilst containing empirical data only appears in short, abstract length form.",EXCLUDE,OTHER,NA,conference abstract; full article (abstract) on sciencedirect,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,AW,BC,10.1016/j.jaac.2020.07.517,#NAME?,"ATING DISORDERS IN CHILDREN, ADOLESCENTS, AND TRANSITION-AGE YOUTH: ASSESSMENT, DIAGNOSIS, AND TREATMENT","Derenne, Jennifer",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,NA,EXCLUDE,OTHER,NA,"""Supplement"" article. Whilst containing empirical data only appears in short, abstract length form.",EXCLUDE,OTHER,NA,conference abstract; full article (abstract) on sciencedirect,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,AW,BC,10.3758/s13428-020-01387-3,#NAME?,Measuring Lexical Quality: The Role of Spelling Ability,"Andrews, Sally; Veldre, Aaron; Clarke, Indako E.",BEHAVIOR RESEARCH METHODS,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,AW,BC,10.1038/s41562-020-0856-3,#NAME?,The cognitive gains of exercise,"Wang, Chun-Hao",NATURE HUMAN BEHAVIOUR,NA,EXCLUDE,NOT EMPIRICAL,NA,"""News & Views"" reads like a spotlight article",EXCLUDE,NOT EMPIRICAL,NA,opinion article,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,AW,BC,10.1002/eat.23356,#NAME?,"Break Binge Eating: Reach, engagement, and user profile of anInternet-basedpsychoeducational and self-help platform for eating disorders","Linardon, Jake; Rosato, John; Messer, Mariel",INTERNATIONAL JOURNAL OF EATING DISORDERS,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,AW,BC,NA,#NAME?,Does one size fit all? Evaluating individual temporal associations between affect and cognitive function in older adults using a single-subject design,"Tieks, Alieke; Zuidersma, Marij; Voshaar, Richard Oude",INTERNATIONAL PSYCHOGERIATRICS,NA,EXCLUDE,NOT EMPIRICAL,NA,RESOLVED ##UNSURE; despite having access full PDF appears only as abstract,EXCLUDE,OTHER,NA,conference abstract? doi:10.1017/S1041610220002185,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,AW,BC,10.1037/tra0000583,#NAME?,The Psychological Correlates of Transitional Justice in Rwanda: A Long-Term Assessment,"Caparos, Serge; Rutembesa, Eugene; Habimana, Emmanuel; Blanchette, Isabelle",PSYCHOLOGICAL TRAUMA-THEORY RESEARCH PRACTICE AND POLICY,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,apa journal - accessed via ovid,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,AW,BC,10.1016/j.jaac.2019.12.011,#NAME?,The Detention of Migrant Families,"Sidhu, Shawn S.; Vasireddy, Rahul",JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,NA,EXCLUDE,NOT EMPIRICAL,NA,Letter to the Editor (not PPC),EXCLUDE,NOT EMPIRICAL,NA,letter to the editor,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,AW,BC,10.1037/abn0000481,#NAME?,Autistic Traits and Cognitive Abilities Associated With Two Molecular Causes of Silver-Russell Syndrome,"Lane, Chloe; Robinson, Louisa; Freeth, Megan",JOURNAL OF ABNORMAL PSYCHOLOGY,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,apa journal - accessed via ovid,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,AW,BC,10.1037/ccp0000603,#NAME?,Moderators of Treatment Response to an Intervention for Nonsuicidal Self-Injury in Young Adults,"Andover, Margaret S.; Schatten, Heather T.; Holman, Caroline S.; Miller, Ivan W.",JOURNAL OF CONSULTING AND CLINICAL PSYCHOLOGY,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,apa journal - accessed via ovid,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,AW,BC,10.1007/s11469-020-00352-7,#NAME?,"Personality Traits, Risk Perception, and Protective Behaviors of Arab Residents of Qatar During the COVID-19 Pandemic","Abdelrahman, Mohamed",INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,AW,BC,10.3758/s13428-019-01210-8,#NAME?,Dealing with missing data by EM in single-case studies,"Chen, Li-Ting; Feng, Yanan; Wu, Po-Ju; Peng, Chao-Ying Joanne",BEHAVIOR RESEARCH METHODS,NA,EXCLUDE,NOT EMPIRICAL,NA,Simulation study,EXCLUDE,NOT EMPIRICAL,NA,simulation study,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,AW,BC,10.1002/erv.2815,#NAME?,Avoidant/restrictive food intake disorder: Psychopathological similarities and differences in comparison to anorexia nervosa and the general population,"Canas, Laura; Palma, Carol; Molano, Ana M.; Domene, Lola; Carulla-Roig, Marta; Cecilia-Costa, Raquel; Dolz, Montserrat; Serrano-Troncoso, Eduardo",EUROPEAN EATING DISORDERS REVIEW,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,AW,BC,10.1017/S0954579420001297,#NAME?,Associations between stress reactivity and behavior problems for previously institutionalized youth across puberty,"Perry, Nicole B.; DePasquale, Carrie E.; Donzella, Bonny; Gunnar, Megan R.",DEVELOPMENT AND PSYCHOPATHOLOGY,NA,RETAIN,NA,NO,NA,RETAIN,NA,NO,NA,prominent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
