link,title,authors,journal,publication_year,id
10.13109/zptm.2020.66.3.243,Recalled parental rearing behavior in adult women and men with depressive and anxiety symptoms: Findings from a community study,"Klein, Eva M.; Braehler, Elmar; Petrowski, Katja; Tibubos, Ana Nanette; Burghardt, Juliane; Wiltink, Joerg; Michal, Matthias; Wild, Philipp S.; Schulz, Andreas; Muenzel, Thomas; Koenig, Jochem; Lackner, Karl; Pfeiffer, Norbert; Beutel, Manfred E.",ZEITSCHRIFT FUR PSYCHOSOMATISCHE MEDIZIN UND PSYCHOTHERAPIE,2020,441
10.1080/03069885.2018.1503230,Common principles of psychotherapeutic change: patterns of use,"Rihacek, Tomas; Roubal, Jan",BRITISH JOURNAL OF GUIDANCE & COUNSELLING,2020,442
10.1080/26895269.2020.1749921,Orchiectomy in transgender individuals: A motivation analysis and report of surgical outcomes,"van der Sluis, Wouter B.; Steensma, Thomas D.; Bouman, Mark-Bram",INTERNATIONAL JOURNAL OF TRANSGENDER HEALTH,2020,443
10.3389/fpsyg.2020.571840,Multi-Level Effects of Humble Leadership on Employees' Work Well-Being: The Roles of Psychological Safety and Error Management Climate,"Zhang, Zheng; Song, Peng",FRONTIERS IN PSYCHOLOGY,2020,444
10.1007/s11469-020-00313-0,Patients' Perceptions of Opioid Replacement Therapy: a Comparison of Diamorphine and Methadone/Levomethadone,"Guillery, Stephanie Paula Elisabeth; Hellweg, Rainer; Enge, Soeren; Bohr, Ulrich; Kunte, Hagen; Kronenberg, Golo",INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION,2021,445
10.21500/20112084.4847,An Exploratory Study for Assessment of Multimodal Semantic Memory in Colombian Children,"Navarro, Maria C.; Marmolejo-Ramos, Fernando; Vasquez, Valentina; Carrea, Barbara; Velez, Jorge, I; Mebarak Chams, Moises",INTERNATIONAL JOURNAL OF PSYCHOLOGICAL RESEARCH,2020,446
10.1002/ijop.12580,The cross-lagged relationship between interpersonal forgiveness and depression symptoms in China,"Zhang, Shanshan; Liang, Jieshuang; Sun, Siyu; Wu, Zhen",INTERNATIONAL JOURNAL OF PSYCHOLOGY,2020,447
10.1016/j.rasd.2020.101520,"Olanzapine, risperidone, and aripiprazole use in children and adolescents with Autism Spectrum Disorders","Hesapcioglu, Selma Tural; Ceylan, Mehmet Fatih; Kasak, Meryem; Sen, Cansu Pinar",RESEARCH IN AUTISM SPECTRUM DISORDERS,2020,448
10.1108/PR-11-2019-0601,Employee voice implications for innovation in a deliberative environment context of Indian organizations,"Selvaraj, Patturaja; Joseph, Jerome",PERSONNEL REVIEW,2020,449
10.1037/xlm0000779,Stimulus Discriminability and Induction as Independent Components of Generalization,"Lovibond, Peter F.; Lee, Jessica C.; Hayes, Brett K.",JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION,2020,450
10.1016/j.adolescence.2020.03.002,Exploring the associations between middle adolescent romantic activity and positive youth development,"Beckmeyer, Jonathon J.; Weybright, Elizabeth H.",JOURNAL OF ADOLESCENCE,2020,451
10.1080/10503307.2019.1585591,Differential effects of alliance and techniques on Panic-Specific Reflective Function and misinterpretation of bodily sensations in two treatments for panic,"Solomonov, Nili; Falkenstrom, Fredrik; Gorman, Bernard S.; McCarthy, Kevin S.; Milrod, Barbara; Rudden, Marie G.; Chambless, Dianne L.; Barber, Jacques P.",PSYCHOTHERAPY RESEARCH,2020,452
10.1016/j.humov.2020.102629,Maximum isokinetic familiarization of the knee: Implication on bilateral assessment,"Chan, Jerusha Poe Yin; Krisnan, Logeswary; Yusof, Ashril; Selvanayagam, Victor Selvarajah",HUMAN MOVEMENT SCIENCE,2020,453
10.1177/0030222820944062,Exploring the Social Networks of Bereaved Spouses: Phenomenological Case Studies,"Morrigan, Brigid; Keesing, Sharon; Breen, Lauren J.",OMEGA-JOURNAL OF DEATH AND DYING,2022,454
10.1017/S1754470X20000306,The successful impact of adapting CBT in IAPT for people with complex long-term physical health conditions,"Panchal, Rupal; Rich, Brian; Rowland, Carly; Ryan, Tessa; Watts, Sarah",COGNITIVE BEHAVIOUR THERAPIST,2020,455
10.1080/07351690.2020.1727205,The Sacred Beauty of Finite Life: Re-Imagining the Face of the Other,"Freeman, Mark",PSYCHOANALYTIC INQUIRY,2020,456
10.3758/s13428-020-01414-3,Is apparent fixational drift in eye-tracking data due to filters or eyeball rotation?,"Niehorster, Diederick C.; Zemblys, Raimondas; Holmqvist, Kenneth",BEHAVIOR RESEARCH METHODS,2021,457
10.1177/0093854820942561,The Gendered Nature of Criminogenic Thinking Patterns Among Justice-Involved Clients: A Pilot Study,"Jones, Natalie J.; Mitchell, Damon; Tafrate, Raymond Chip",CRIMINAL JUSTICE AND BEHAVIOR,2021,458
10.1007/s11612-020-00537-7,Purposes and Meanings in Organizational Contexts Magic Moment,"Lackner, Karin; Schuster, Margarete",GIO-GRUPPE-INTERAKTION-ORGANISATION-ZEITSCHRIFT FUER ANGEWANDTE ORGANISATIONSPSYCHOLOGIE,2020,459
10.1111/1468-5922.12584,Archetypal images emerging in the therapy of Lithuanian cancer patients,"Bulotiene, Giedre",JOURNAL OF ANALYTICAL PSYCHOLOGY,2020,460
10.1177/0886260517701450,Elevated Risky Sexual Behaviors Among Sexual Minority Girls: Indirect Risk Pathways Through Peer Victimization and Heavy Drinking,"Dermody, Sarah S.; Friedman, Mark; Chisolm, Deena J.; Burton, Chad M.; Marshal, Michael P.",JOURNAL OF INTERPERSONAL VIOLENCE,2020,461
10.1007/s10803-019-03990-6,Parent Perspectives Towards Genetic and Epigenetic Testing for Autism Spectrum Disorder,"Wagner, Kayla E.; McCormick, Jennifer B.; Barns, Sarah; Carney, Molly; Middleton, Frank A.; Hicks, Steven D.",JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS,2020,462
10.1080/10413200.2020.1821406,Self-talk and emotions in tennis players during competitive matches,"Fritsch, Julian; Jekauc, Darko; Elsborg, Peter; Latinjak, Alexander Tibor; Reichert, Markus; Hatzigeorgiadis, Antonis",JOURNAL OF APPLIED SPORT PSYCHOLOGY,2022,463
10.1016/j.infbeh.2020.101421,Do developmental and temperamental characteristics mediate the association between preterm birth and the quality of mother-child interaction?,"Harel-Gadassi, Ayelet; Friedlander, Edwa; Yaari, Maya; Bar-Oz, Benjamin; Eventov-Friedman, Smadar; Mankuta, David; Yirmiya, Nurit",INFANT BEHAVIOR & DEVELOPMENT,2020,464
10.1017/S030500091900059X,Teacher's code-switching and bilingual children's heritage language learning and cognitive switching flexibility,"Sun, He; Yussof, Nurul; Vijayakumar, Poorani; Lai, Gabrielle; O'Brien, Beth Ann; Ong, Quan He",JOURNAL OF CHILD LANGUAGE,2020,465
10.1080/1357650X.2020.1840576,The sex of body images modulates size estimations and lateralized responses in body perception,"Tiraboschi, Gabriel A.; Superbia-Guimaraes, Luisa; Piran, Marina; Bruneli, Gabriela G.; Fukusima, Sergio S.; de Moraes Jr., Rui",LATERALITY,2020,466
10.1177/0305735620901338,Music stimuli in mindfulness meditation: Comparison of musician and non-musician responses,"Hernandez-Ruiz, Eugenia; Dvorak, Abbey L.; Weingarten, Kevin",PSYCHOLOGY OF MUSIC,2021,467
10.1037/pro0000326,Improving the Cultural Sensitivity of Cognitive-Behavioral Therapy for Chinese Migrants With Depression: Community Members' and Clinicians' Perspectives,"Bercean, Alice-Viviana; Breen, Lauren J.; McEvoy, Peter M.; Yeak, Siewho; Rooney, Rosanna",PROFESSIONAL PSYCHOLOGY-RESEARCH AND PRACTICE,2020,468
NA,Stigmas regarding the lower flexibility and technological knowledge of older job applicants lower their hiring chances,"van Borm, Hannah; Baert, Stijn",GEDRAG & ORGANISATIE,2020,469
10.3389/fpsyg.2020.01453,Grace Under Pressure: How CEOs Use Serious Leisure to Cope With the Demands of Their Job,"Bunea, Emilia",FRONTIERS IN PSYCHOLOGY,2020,470
10.1080/02791072.2020.1754534,"Recent Use of Synthetic Cannabinoids, Synthetic Opioids, and Other Psychoactive Drug Groups among High-risk Drug Users","Shapira, Barak; Berkovitz, Ronny; Rosca, Paola; Neumark, Yehuda",JOURNAL OF PSYCHOACTIVE DRUGS,2020,471
10.1111/ap.12444,The impact of online death literacy education on psychology students to have better end-of-life conversations,"Vivekananda, Kitty; Parratt, Carrie; Tucker, Mignon; Leonard, Rosemary",AUSTRALIAN PSYCHOLOGIST,2020,472
10.1007/s10803-020-04467-7,Brief Report: Can a Composite Heart Rate Variability Biomarker Shed New Insights About Autism Spectrum Disorder in School-Aged Children?,"Frasch, Martin G.; Shen, Chao; Wu, Hau-Tieng; Mueller, Alexander; Neuhaus, Emily; Bernier, Raphael A.; Kamara, Dana; Beauchaine, Theodore P.",JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS,2021,473
10.1016/j.chiabu.2019.104279,Risk factors that predict longitudinal patterns of substantiated and unsubstantiated maltreatment reports,"Holbrook, Hannah M.; Hudziak, James J.",CHILD ABUSE & NEGLECT,2020,474
10.1111/jtsb.12242,The right tool for the job: problems and solutions in visualizing sociological theory,"Brett, Gordon; Silver, Daniel; Beelen, Kaspar",JOURNAL FOR THE THEORY OF SOCIAL BEHAVIOUR,2020,475
10.1177/1948550619835215,"Consumption Changes, Not Income Changes, Predict Changes in Subjective Well-Being","Brown, Gordon D. A.; Gathergood, John",SOCIAL PSYCHOLOGICAL AND PERSONALITY SCIENCE,2020,476
10.1016/j.jecp.2020.104812,Conceptual continuity in the development of intent-based moral judgment,"Margoni, Francesco; Surian, Luca",JOURNAL OF EXPERIMENTAL CHILD PSYCHOLOGY,2020,477
10.1177/1073191118817648,"Recent Stressful Life Events (SLE) and Adolescent Mental Health: Initial Validation of the LEIA, a New Checklist for SLE Assessment According to Their Severity, Interpersonal, and Dependent Nature","Moya-Higueras, Jorge; Cuevas, Andrea; Marques-Feixa, Laia; Mezquita, Laura; Mayoral, Maria; Fananas, Lourdes; Ortet, Generos; Ibanez, Manuel I.",ASSESSMENT,2020,478
10.1037/ser0000348,Enhancing Advocacy for Individuals in Poverty: The Role of a Poverty Simulation Training,"Engler, Jennifer N.; Druen, Perri B.; Steck, Laura West; Ligon, Mary; Jacob, Steve; Arseneau, Lisa J.",PSYCHOLOGICAL SERVICES,2020,479
10.1016/j.biopsycho.2020.107884,Religiosity is associated with less prediction of the typical: An event-related brain potential study,"Kiang, Michael; Cupid, Justice; Ahmed, Sarah; Lepock, Jennifer R.; Girard, Todd A.",BIOLOGICAL PSYCHOLOGY,2020,480
10.1080/13218719.2018.1485526,"Sexual Offender Treatment Effectiveness Within Cognitive-Behavioral Programs: A Meta-Analytic Investigation of General, Sexual, and Violent Recidivism","Harrison, Jennifer L.; O'Toole, Siobhan K.; Ammen, Sue; Ahlmeyer, Sean; Harrell, Sheera N.; Hernandez, Jacinda L.",PSYCHIATRY PSYCHOLOGY AND LAW,2020,481
10.1111/jcpp.13327,The developmental origins of genetic factors influencing language and literacy: Associations with early-childhood vocabulary,"Verhoef, Ellen; Shapland, Chin Yang; Fisher, Simon E.; Dale, Philip S.; St Pourcain, Beate",JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,2021,482
10.2147/PRBM.S228007,Association Between Bullying and Suicidal Behavior Among Chinese Adolescents: An Analysis of Gender Differences,"Yang, Tingting; Guo, Lan; Hong, Feng; Wang, Ziyun; Yu, Yao; Lu, Ciyong",PSYCHOLOGY RESEARCH AND BEHAVIOR MANAGEMENT,2020,483
10.3389/fpsyg.2020.585745,Dissimilar Phonemes Create a Contextual Interference Effect During a Nonword Repetition Task,"Meigh, Kimberly M.; Kee, Elisabeth",FRONTIERS IN PSYCHOLOGY,2020,484
10.1007/s13164-020-00504-7,Do Political Attitudes Matter for Epistemic Decisions of Scientists?,"Sikimic, Vlasta; Nikitovic, Tijana; Vasic, Miljan; Subotic, Vanja",REVIEW OF PHILOSOPHY AND PSYCHOLOGY,2021,485
10.1007/s10803-020-04767-y,Use of the TELE-ASD-PEDS for Autism Evaluations in Response to COVID-19: Preliminary Outcomes and Clinician Acceptability,"Wagner, Liliana; Corona, Laura L.; Weitlauf, Amy S.; Marsh, Kathryn L.; Berman, Anna F.; Broderick, Neill A.; Francis, Sara; Hine, Jeffrey; Nicholson, Amy; Stone, Caitlin; Warren, Zachary",JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS,2021,486
10.1111/cpsp.12346,Dialectical behavior therapy skills training for generalized anxiety disorder: Considering the value of adapting something new versus improving what works,"Wilks, Chelsey R.; Ward-Ciesielski, Erin F.",CLINICAL PSYCHOLOGY-SCIENCE AND PRACTICE,2020,487
10.3389/fpsyg.2020.575950,A Proactive Approach for Managing COVID-19: The Importance of Understanding the Motivational Roots of Vaccination Hesitancy for SARS-CoV2,"Taylor, Steven; Landry, Caeleigh A.; Paluszek, Michelle M.; Groenewoud, Rosalind; Rachor, Geoffrey S.; Asmundson, Gordon J. G.",FRONTIERS IN PSYCHOLOGY,2020,488
10.1016/j.cogpsych.2019.101258,Modeling choice paradoxes under risk: From prospect theories to sampling-based accounts,"Kellen, David; Steiner, Markus D.; Davis-Stober, Clintin P.; Pappas, Nicholas R.",COGNITIVE PSYCHOLOGY,2020,489
10.1016/j.jenvp.2020.101502,Affective reactions to losses and gains in biodiversity: Testing a prospect theory approach,"White, Mathew P.; Bratman, Gregory N.; Pahl, Sabine; Young, Gerald; Cracknell, Deborah; Elliott, Lewis R.",JOURNAL OF ENVIRONMENTAL PSYCHOLOGY,2020,490
10.1007/s11199-020-01198-y,"The Biological Clock: Age, Risk, and the Biopolitics of Reproductive Time","Yopo Diaz, Martina",SEX ROLES,2021,491
NA,An exploratory study of Hungarian university students' sexual attitudes and behaviours,"Keresztes, Noemi; Piko, Bettina F.; Howard-Payne, Lynlee; Gupta, Himanshu",INTERNATIONAL JOURNAL OF EMOTIONAL EDUCATION,2020,492
10.3389/fpsyg.2020.595713,Breast Cancer and Resilience: The Controversial Role of Perceived Emotional Intelligence,"Guil, Rocio; Ruiz-Gonzalez, Paula; Merchan-Clavellino, Ana; Morales-Sanchez, Lucia; Zayas, Antonio; Gomez-Molinero, Rocio",FRONTIERS IN PSYCHOLOGY,2020,493
10.1016/j.amp.2018.06.010,Consent in the child and its subjective repercussions: An experience of psychological expertise,"Schvan, Catherine; Trichet, Yohan",ANNALES MEDICO-PSYCHOLOGIQUES,2020,494
10.1016/j.eatbeh.2019.101357,Prospective changes in disordered eating and body dissatisfaction across women's first year of college: The relative contributions of sociocultural and college adjustment risk factors,"Howard, Lindsay M.; Romano, Kelly A.; Heron, Kristin E.",EATING BEHAVIORS,2020,495
10.1177/0146167219858641,I Should Have Known Better: Development of a Self-Report Measure of Gullibility,"Teunisse, Alessandra K.; Case, Trevor I.; Fitness, Julie; Sweller, Naomi",PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN,2020,496
10.1080/1612197X.2018.1511622,Investigating stress and coping during practice and competition in tennis using think aloud,"Swettenham, Laura; Eubank, Martin; Won, Doyeon; Whitehead, Amy E.",INTERNATIONAL JOURNAL OF SPORT AND EXERCISE PSYCHOLOGY,2020,497
10.3758/s13423-019-01686-7,Motor simulation in tool-use effect on distance estimation: A replication of Witt and Proffitt (2008),"Molto, Lisa; Morgado, Nicolas; Guinet, Eric; Fazioli, Laurina; Heurley, Loic P.; Palluel-Germain, Richard",PSYCHONOMIC BULLETIN & REVIEW,2020,498
10.3390/bs10110169,"The Relationship between Language Control, Semantic Control and Nonverbal Control","Gray, Teresa",BEHAVIORAL SCIENCES,2020,499
10.1037/xge0000747,The Influence of Reward Magnitude on Stimulus Memory and Stimulus Generalization in Categorization Decisions,"Schlegelmilch, Rene; von Helversen, Bettina",JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL,2020,500
10.3389/fpsyg.2020.571874,Focus on Opportunities or Limitations? Their Effects on Older Workers' Conflict Management,"Yeung, Dannii Y.; Ho, Alvin K-K",FRONTIERS IN PSYCHOLOGY,2020,501
10.1177/1046496419876342,Mitigating Violence Against First Responder Teams: Results and Ideas From the Hackmanathon,"Allen, Joseph A.; Taylor, Jennifer; Murray, Regan M.; Kilcullen, Molly; Cushenbery, Lily; Gevers, Josette; Larson, Lindsay; Ioku, Tomohiro; Maupin, Cynthia; Perry, Samantha; Park, Semin; Rosen, Michael; Fry, Trevor; McLeod, Poppy; Harris, Alexa; Fosler, Kaitlin",SMALL GROUP RESEARCH,2020,502
10.1017/prp.2020.14,Identity salience facilitates Tibetan students' group-reference effect using a remembering-knowing recognition paradigm,"Li, Hongxia",JOURNAL OF PACIFIC RIM PSYCHOLOGY,2020,503
10.1016/j.jecp.2019.104793,Toddlers' word learning through overhearing: Others' attention matters,"Fitch, Allison; Lieberman, Amy M.; Luyster, Rhiannon J.; Arunachalam, Sudha",JOURNAL OF EXPERIMENTAL CHILD PSYCHOLOGY,2020,504
10.1093/nc/niaa014,Seeing objects improves our hearing of the sounds they make,"Man, Kingson; Melo, Gabriela; Damasio, Antonio; Kaplan, Jonas",NEUROSCIENCE OF CONSCIOUSNESS,2020,505
10.1177/1079063220931822,Indirect and Neuropsychological Indicators of Pedophilia,"Rosburg, Timm; Pflueger, Marlon O.; Mokros, Andreas; Boillat, Coralie; Deuring, Gunnar; Spielmann, Thorsten; Graf, Marc",SEXUAL ABUSE-A JOURNAL OF RESEARCH AND TREATMENT,2021,506
10.1038/s41562-020-0932-8,The parenting 'vaccine',"Perks, Benjamin; Cluver, Lucie D.",NATURE HUMAN BEHAVIOUR,2020,507
10.1017/S0140525X19002139,Rationalization and the status of folk psychology,"Roskies, Adina L.",BEHAVIORAL AND BRAIN SCIENCES,2020,508
10.1111/cdev.13269,A Test of the Bistrategic Control Hypothesis of Adolescent Popularity,"Hartl, Amy C.; Laursen, Brett; Cantin, Stephane; Vitaro, Frank",CHILD DEVELOPMENT,2020,509
10.1080/87568225.2019.1580657,"Examining Personal, Perceived, Treatment, and Self-Stigma in College Students: The Role of Parent Beliefs and Mental Health Literacy","Ross, Sarah G.; Bruggeman, Brianna; Maldonado, Melanie; Deiling, Megan",JOURNAL OF COLLEGE STUDENT PSYCHOTHERAPY,2020,510
10.1017/S1366728919000518,What counts as the baseline in child heritage language acquisition?,"Serratrice, Ludovica",BILINGUALISM-LANGUAGE AND COGNITION,2020,511
10.1016/j.beth.2019.07.002,Emotion Regulation Difficulties During and After Partial Hospitalization Treatment Across Eating Disorders,"Brown, Tiffany A.; Cusack, Anne; Berner, Laura A.; Anderson, Leslie K.; Nakamura, Tiffany; Gomez, Lauren; Trim, Julie; Chen, Joanna Y.; Kaye, Walter H.",BEHAVIOR THERAPY,2020,512
10.1080/03004430.2020.1832998,Montessori as an alternative early childhood education,"Lillard, Angeline S.",EARLY CHILD DEVELOPMENT AND CARE,2021,513
10.1177/1745691620922200,Recovering the Relational Starting Point of Compassion Training: A Foundation for Sustainable and Inclusive Care,"Condon, Paul; Makransky, John",PERSPECTIVES ON PSYCHOLOGICAL SCIENCE,2020,514
10.1002/pchj.311,A meta-analysis of the relationship between empathy and executive function,"Yan, Zhiqiang; Hong, Skylar; Liu, Fuli; Su, Yanjie",PSYCH JOURNAL,2020,515
10.1016/bs.aesp.2020.04.003,Goal congruity theory: Navigating the social structure to fulfill goals,"Diekman, Amanda B.; Joshi, Mansi P.; Benson-Greenwald, Tessa M.",Advances in Experimental Social Psychology,2020,516
10.1177/1745691620920723,"Training Learning Strategies to Promote Self-Regulation and Transfer: The Knowledge, Belief, Commitment, and Planning Framework","McDaniel, Mark A.; Einstein, Gilles O.",PERSPECTIVES ON PSYCHOLOGICAL SCIENCE,2020,517
10.1080/03069885.2018.1546378,"A qualitative study exploring the experience and motivations of UK Samaritan volunteers: ""Why do we do it?""","Smith, Lucy; Callaghan, Jane E. M.; Fellin, Lisa C.",BRITISH JOURNAL OF GUIDANCE & COUNSELLING,2020,518
10.1177/0018720820937520,The Validity of Three New Driving Simulator Scenarios: Detecting Differences in Driving Performance by Difficulty and Driver Gender and Age,"Maxwell, Hillary; Weaver, Bruce; Gagnon, Sylvain; Marshall, Shawn; Bedard, Michel",HUMAN FACTORS,2021,519
10.1007/s10484-020-09454-3,Further Exploration of Treatment Response in Latinos with Comorbid Asthma and Panic Disorder: A Brief Report of HRV and ETCO2 as Potential Mediators of Treatment Response,"Nelson, Krista L.; Lu, Shou-En; Oken, Tanya; Lehrer, Paul M.; Feldman, Jonathan M.",APPLIED PSYCHOPHYSIOLOGY AND BIOFEEDBACK,2020,520
10.1002/ajcp.12350,Liberating and Empowering Effects of Critical Reflection on Collective Action in LGBT and Cisgender Heterosexual Individuals,"Chan, Randolph C. H.; Mak, Winnie W. S.",AMERICAN JOURNAL OF COMMUNITY PSYCHOLOGY,2020,521
10.1177/0021886320936841,The COVID-19 Crisis and Its Consequences: Ruptures and Transformations in the Global Institutional Fabric,"Hwang, Hokyu; Hoellerer, Markus A.",JOURNAL OF APPLIED BEHAVIORAL SCIENCE,2020,522
10.1016/j.neuropsychologia.2017.04.032,Emotion regulation to idiographic stimuli: Testing the Autobiographical Emotion Regulation Task,"Speed, Brittany C.; Levinson, Amanda R.; Gross, James J.; Kiosses, Dimitris N.; Hajcak, Greg",NEUROPSYCHOLOGIA,2020,523
10.1016/j.ijhcs.2019.10.002,Using augmented reality with speech input for non-native children's language learning,"Dalim, Che Samihah Che; Sunar, Mohd Shahrizal; Dey, Arindam; Billinghurst, Mark",INTERNATIONAL JOURNAL OF HUMAN-COMPUTER STUDIES,2020,524
10.1177/0013916520906486,Uncovering the Drape: Observing its Impact on Communication With Anesthesia Providers,"Jones, Laura K.; Jennings, Bonnie Mowinski; Higgins, Melinda K.; de Waal, Frans B. M.",ENVIRONMENT AND BEHAVIOR,2021,525
10.1002/acp.3681,"Characteristics of personally important episodic memories, counterfactual thoughts, and future projections across age and culture","Ozbek, Muge; Bohn, Annette; Berntsen, Dorthe",APPLIED COGNITIVE PSYCHOLOGY,2020,526
10.1111/sltb.12656,Development and psychometric properties of the Functioning and Recovery Scale: a new measure to assess psychosocial functioning after a suicide attempt,"Batterham, Philip J.; Poyser, Carmel; Gulliver, Amelia; Banfield, Michelle; Calear, Alison L.",SUICIDE AND LIFE-THREATENING BEHAVIOR,2020,527
10.1016/j.amp.2020.06.015,Heal the mad. History of medical treatments in psychiatry,"Luaute, Jean-Pierre",ANNALES MEDICO-PSYCHOLOGIQUES,2020,528
10.1111/mila.12348,How can perceptual experiences explain uncertainty?,"Siegel, Susanna",MIND & LANGUAGE,2022,529
10.1177/1059601120911224,Cognitive Flexibility Matters: The Role of Multilevel Positive Affect and Cognitive Flexibility in Shaping Victims' Cooperative and Uncooperative Behavioral Responses to Trust Violations,"Williams, Michele; Belkin, Liuba Y.; Chen, Chao C.",GROUP & ORGANIZATION MANAGEMENT,2020,530
10.1038/s41562-020-00987-5,Learning metrics on spectrotemporal modulations reveals the perception of musical instrument timbre,"Thoret, Etienne; Caramiaux, Baptiste; Depalle, Philippe; McAdams, Stephen",NATURE HUMAN BEHAVIOUR,2021,531
10.1002/eat.23239,Effectiveness of enhanced cognitive behavior therapy for eating disorders: A randomized controlled trial,"de Jong, Martie; Spinhoven, Philip; Korrelboom, Kees; Deen, Mathijs; van der Meer, Iris; Danner, Unna N.; van der Schuur, Selma; Schoorl, Maartje; Hoek, Hans W.",INTERNATIONAL JOURNAL OF EATING DISORDERS,2020,532
10.1002/jeab.591,Choice for reinforced behavioral variability in children with autism spectrum disorder,"Galizio, Ann; Higbee, Thomas S.; Odum, Amy L.",JOURNAL OF THE EXPERIMENTAL ANALYSIS OF BEHAVIOR,2020,533
10.1007/s12671-019-01248-x,The relationship between mindfulness meditation and well-being during 8 weeks of ecological momentary assessment,"Lahtinen, Oskari; Salmivalli, Christina",MINDFULNESS,2020,534
10.1080/00223980.2020.1822770,The Effect of Perceived Scarcity: Experiencing Scarcity Increases Risk Taking,"Liang, Shujing; Ye, Dajun; Liu, Yuejun",JOURNAL OF PSYCHOLOGY,2021,535
10.1037/men0000280,She Convinced Me I Had Alzheimer's: Experiences of Intimate Partner Violence in Older Men,"Bates, Elizabeth A.; Carthy, Nikki L.",PSYCHOLOGY OF MEN & MASCULINITIES,2020,536
10.1007/s10567-020-00323-3,The PAX Good Behavior Game: One Model for Evolving a More Nurturing Society,"Johansson, Magnus; Biglan, Anthony; Embry, Dennis",CLINICAL CHILD AND FAMILY PSYCHOLOGY REVIEW,2020,537
10.1017/bpp.2019.48,Top-down and bottom-up views of public choice: should wellbeing be government's only goal?,"Chater, Nick",BEHAVIOURAL PUBLIC POLICY,2020,538
10.1016/j.jecp.2020.104916,Prosodic cues in infant-directed speech facilitate young children's conversational turn predictions,"Kalashnikova, Marina; Kember, Heather",JOURNAL OF EXPERIMENTAL CHILD PSYCHOLOGY,2020,539
10.1016/j.neuropsychologia.2020.107468,ERP measures of the effects of age and bilingualism on working memory performance,"Morrison, Cassandra; Taler, Vanessa",NEUROPSYCHOLOGIA,2020,540
10.1111/jar.12728,The relative influence of intellectual disabilities and autism on sensory impairments and physical disability: A whole-country cohort of 5.3 million children and adults,"Kinnear, Deborah; Rydzewska, Ewelina; Dunn, Kirsty; Hughes-McCormack, Laura; Melville, Craig; Henderson, Angela; Cooper, Sally-Ann",JOURNAL OF APPLIED RESEARCH IN INTELLECTUAL DISABILITIES,2020,541
10.3758/s13414-020-02125-9,Learned value and predictiveness affect gaze but not figure assignment,"Onie, Sandersan; Peterson, Mary A.; Le Pelley, Mike; Most, Steven B.",ATTENTION PERCEPTION & PSYCHOPHYSICS,2021,542
10.1002/da.23006,"Positive and negative valence systems in major depression have distinct clinical features, response to antidepressants, and relationships with immunomarkers","Medeiros, Gustavo C.; Rush, A. John; Jha, Manish; Carmody, Thomas; Furman, Jennifer L.; Czysz, Andrew H.; Trombello, Joseph M.; Cooper, Crystal M.; Trivedi, Madhukar H.",DEPRESSION AND ANXIETY,2020,543
10.1080/21642850.2020.1797507,Gender-based food intake stereotype scale (GBFISS) for adolescents: development and psychometric evaluation,"Monge-Rojas, Rafael; Reyes Fernandez, Benjamin; Smith-Castro, Vanessa",HEALTH PSYCHOLOGY AND BEHAVIORAL MEDICINE,2020,544
10.1016/j.jrp.2020.104002,Psychological and social functioning are associated with reports of perceived weight discrimination across eight years,"Sutin, Angelina R.; Gerend, Mary A.; Maner, Jon K.; Stephan, Yannick; Terracciano, Antonio",JOURNAL OF RESEARCH IN PERSONALITY,2020,545
10.1177/1359105317720004,Life satisfaction and trauma in clinical and non-clinical children living in a war-torn environment: A discriminant analysis,"Veronese, Guido; Pepe, Alessandro",JOURNAL OF HEALTH PSYCHOLOGY,2020,546
10.1002/dev.21978,Social interaction in the emergence of toddler's mealtime spoon use,"Nonaka, Tetsushi; Stoffregen, Thomas A.",DEVELOPMENTAL PSYCHOBIOLOGY,2020,547
10.3389/fpsyg.2020.578237,"Feeling Oneself Requires Embodiment: Insights From the Relationship Between Own-Body Transformations, Schizotypal Personality Traits, and Spontaneous Bodily Sensations","Michael, George A.; Guyot, Deborah; Tarroux, Emilie; Comte, Mylene; Salgues, Sara",FRONTIERS IN PSYCHOLOGY,2020,548
10.1080/08870446.2020.1800010,Hassles predict physical health complaints in undergraduate students: a dynamic structural equation model analysis of daily diary data,"Tran, Susan T.; Grotkowski, Karolina; Miller, Steven A.; Reed, Brandon W.; Koven, Marissa L.; Buscemi, Joanna; Greenley, Rachel Neff",PSYCHOLOGY & HEALTH,2021,549
10.1007/s00278-020-00462-6,Mistakes and malpractice in psychotherapy Pilot study to assess inaccurate therapist behavior in psychotherapy from a therapist's perspective,"Frenzl, Dominique; Gawlytta, Romina; Schleu, Andrea; Strauss, Bernhard",PSYCHOTHERAPEUT,2020,550
